Id,SalePrice
1655,148597.89
1656,147821.23
1657,150809.72
1658,155354.6
1659,133512.94
1660,154905.05
1661,429277.44
1662,400126.8
1663,409157.7
1664,342826.28
1665,320374.78
1666,336658.28
1667,371710.66
1668,340702.34
1669,294978.3
1670,345896.4
1671,240778.14
1672,430216.38
1673,320558.22
1674,248009.44
1675,191347.08
1676,189554.92
1677,225628.48
1678,446203.8
1679,412288.75
1680,342783.94
1681,269671.25
1682,328077.56
1683,183015.62
1684,168029.39
1685,173471.8
1686,175122.36
1687,170574.64
1688,182468.0
1689,189242.16
1690,186756.23
1691,181111.45
1692,281156.06
1693,173437.44
1694,183877.23
1695,167168.25
1696,285852.06
1697,177551.75
1698,383724.94
1699,331244.7
1700,261277.98
1701,226633.73
1702,255220.53
1703,255267.9
1704,286069.94
1705,219470.6
1706,396878.72
1707,213256.33
1708,214326.33
1709,303421.4
1710,221608.5
1711,239753.36
1712,260760.6
1713,230271.58
1714,215621.42
1715,206130.0
1716,186890.48
1717,167568.83
1718,137014.39
1719,199148.4
1720,249120.94
1721,166810.27
1722,138720.58
1723,156404.47
1724,220446.22
1725,248069.05
1726,190659.2
1727,158492.06
1728,181095.22
1729,161318.17
1730,158738.42
1731,129311.12
1732,133388.48
1733,121761.85
1734,114538.39
1735,133569.1
1736,113302.84
1737,360539.44
1738,214790.31
1739,344639.28
1740,231083.75
1741,202107.34
1742,169296.42
1743,168288.06
1744,318992.06
1745,219562.77
1746,209413.44
1747,232732.12
1748,232169.12
1749,148864.11
1750,125437.54
1751,229765.3
1752,121433.96
1753,151740.78
1754,204510.22
1755,163300.92
1756,130300.85
1757,121438.31
1758,150898.89
1759,167917.12
1760,168011.83
1761,136755.97
1762,186347.17
1763,159053.61
1764,119808.5
1765,140875.84
1766,181598.88
1767,223238.78
1768,154779.22
1769,174689.39
1770,147625.7
1771,133063.75
1772,135279.55
1773,126926.445
1774,111537.26
1775,137916.97
1776,133522.33
1777,111960.45
1778,149441.73
1779,119386.414
1780,159558.78
1781,134857.45
1782,90301.55
1783,131366.31
1784,108765.45
1785,120149.28
1786,156882.47
1787,167194.95
1788,53226.5
1789,109859.695
1790,82185.56
1791,193591.53
1792,153728.3
1793,126208.04
1794,149145.8
1795,131336.14
1796,131195.1
1797,119331.77
1798,129000.66
1799,116050.67
1800,147832.95
1801,124381.01
1802,134434.05
1803,144332.39
1804,136457.11
1805,134601.33
1806,118755.914
1807,145299.08
1808,123351.95
1809,120476.53
1810,152923.52
1811,93954.52
1812,88354.6
1813,117024.414
1814,92969.96
1815,48528.32
1816,100727.29
1817,120147.5
1818,166176.89
1819,109964.695
1820,36622.04
1821,100214.31
1822,144687.47
1823,39762.02
1824,130036.5
1825,123067.61
1826,91950.64
1827,98491.086
1828,136859.48
1829,118249.734
1830,144165.27
1831,154984.2
1832,89625.836
1833,142907.4
1834,115798.88
1835,139983.66
1836,117697.06
1837,80786.39
1838,107621.71
1839,83888.414
1840,169005.9
1841,139909.77
1842,88506.63
1843,135940.38
1844,149044.73
1845,139507.17
1846,153841.75
1847,161601.64
1848,48016.625
1849,118912.77
1850,121649.64
1851,146104.7
1852,125966.54
1853,130812.79
1854,157608.5
1855,143571.22
1856,213435.77
1857,133847.94
1858,137124.4
1859,118747.19
1860,156345.28
1861,119691.0
1862,334369.88
1863,331202.38
1864,331202.38
1865,362480.25
1866,346932.84
1867,255223.9
1868,323574.53
1869,215734.83
1870,241333.75
1871,257035.5
1872,168982.39
1873,216605.56
1874,138985.03
1875,205905.78
1876,188457.36
1877,220176.88
1878,204871.5
1879,138107.7
1880,133211.7
1881,241602.89
1882,245942.67
1883,198135.52
1884,216372.55
1885,262015.39
1886,310545.16
1887,210931.78
1888,281881.53
1889,149818.31
1890,131829.48
1891,137395.16
1892,105424.41
1893,129170.0
1894,134893.17
1895,136076.75
1896,119752.48
1897,102807.94
1898,106709.52
1899,159269.19
1900,160434.48
1901,176205.22
1902,154587.02
1903,210306.12
1904,139931.31
1905,185709.3
1906,158588.19
1907,197281.0
1908,117410.56
1909,135895.94
1910,125979.02
1911,207987.69
1912,326161.7
1913,142016.34
1914,55121.88
1915,317855.03
1916,57049.29
1917,261066.02
1918,135025.62
1919,161588.39
1920,145640.67
1921,450278.88
1922,337932.1
1923,208101.86
1924,236959.52
1925,203753.48
1926,389206.25
1927,139837.3
1928,147385.02
1929,126016.445
1930,145549.14
1931,138603.02
1932,129283.74
1933,191283.5
1934,179157.11
1935,171283.27
1936,184253.73
1937,184384.39
1938,170374.16
1939,258481.39
1940,183234.48
1941,170828.42
1942,182028.44
1943,208294.9
1944,360928.84
1945,380571.47
1946,142236.81
1947,330803.0
1948,159611.08
1949,226316.75
1950,176033.92
1951,281755.5
1952,205951.89
1953,170960.83
1954,173790.38
1955,125039.5
1956,297796.66
1957,162869.56
1958,319847.03
1959,131552.6
1960,111999.414
1961,123121.28
1962,100219.164
1963,112116.625
1964,103176.78
1965,148745.7
1966,148034.62
1967,303452.47
1968,455564.34
1969,393258.3
1970,426095.56
1971,388396.62
1972,367298.12
1973,291763.56
1974,311014.56
1975,482452.25
1976,254525.31
1977,354114.66
1978,379738.47
1979,317107.72
1980,196987.58
1981,311708.66
1982,230510.92
1983,212752.8
1984,169930.28
1985,212558.34
1986,208706.36
1987,184339.11
1988,179817.42
1989,193451.3
1990,216483.73
1991,238870.58
1992,208329.02
1993,169057.0
1994,237207.47
1995,179747.95
1996,220657.22
1997,315595.94
1998,332598.38
1999,285080.47
2000,302400.22
2001,278818.5
2002,234548.1
2003,244893.86
2004,266346.66
2005,214594.06
2006,225644.53
2007,240134.52
2008,228173.98
2009,191731.98
2010,184049.77
2011,147308.2
2012,181511.6
2013,181248.45
2014,183944.62
2015,202574.98
2016,193459.02
2017,196461.27
2018,128251.2
2019,128515.63
2020,99457.61
2021,107899.195
2022,174638.56
2023,142706.36
2024,252655.64
2025,361895.0
2026,171309.78
2027,153232.81
2028,157117.67
2029,163327.66
2030,265500.38
2031,235784.75
2032,256612.02
2033,264743.6
2034,166406.48
2035,203914.72
2036,190574.69
2037,199398.17
2038,310356.22
2039,230600.0
2040,320825.3
2041,281010.2
2042,186742.02
2043,174134.38
2044,159968.38
2045,213465.83
2046,132282.66
2047,139237.58
2048,139442.75
2049,141559.9
2050,177604.05
2051,116681.95
2052,133991.0
2053,149751.1
2054,89051.336
2055,164152.1
2056,143659.11
2057,116610.086
2058,220905.55
2059,143351.38
2060,174425.86
2061,174624.95
2062,139713.36
2063,113719.42
2064,141810.45
2065,128076.61
2066,171347.3
2067,110236.94
2068,128209.625
2069,87911.625
2070,117645.4
2071,98405.37
2072,143822.64
2073,135795.27
2074,172789.36
2075,151348.97
2076,131129.36
2077,157908.3
2078,131459.58
2079,137519.33
2080,115955.016
2081,122539.02
2082,141280.69
2083,143560.58
2084,110656.52
2085,122990.39
2086,133173.44
2087,116812.03
2088,89186.305
2089,70263.484
2090,131625.73
2091,118658.67
2092,115026.86
2093,135697.56
2094,124824.22
2095,156684.5
2096,81075.695
2097,98057.78
2098,142872.64
2099,58256.836
2100,99779.0
2101,130275.11
2102,121803.58
2103,104285.56
2104,122521.47
2105,128552.13
2106,72215.86
2107,223980.44
2108,113921.11
2109,113142.68
2110,123476.73
2111,147305.36
2112,146147.25
2113,114573.625
2114,114501.37
2115,160127.58
2116,122829.91
2117,160160.33
2118,124721.945
2119,100411.07
2120,117619.266
2121,105697.08
2122,112104.58
2123,82131.055
2124,180814.62
2125,133086.58
2126,161220.77
2127,146966.52
2128,127779.42
2129,107846.93
2130,136229.14
2131,143512.58
2132,114257.44
2133,120823.39
2134,125438.43
2135,90962.84
2136,74297.26
2137,114707.82
2138,122128.67
2139,156680.48
2140,133411.16
2141,149226.78
2142,132961.27
2143,141325.06
2144,127018.6
2145,132677.75
2146,164168.23
2147,126630.28
2148,123843.76
2149,142265.8
2150,218031.97
2151,123833.234
2152,183205.39
2153,169708.23
2154,113230.69
2155,141233.56
2156,343246.06
2157,229619.14
2158,242011.89
2159,213686.14
2160,170859.95
2161,242185.3
2162,427335.72
2163,349847.38
2164,246778.81
2165,184485.66
2166,139424.83
2167,218672.16
2168,203310.84
2169,202351.95
2170,227755.7
2171,152643.77
2172,135285.11
2173,183259.61
2174,229569.22
2175,296335.16
2176,326310.38
2177,262974.0
2178,204151.2
2179,138519.98
2180,217933.0
2181,188308.39
2182,218702.12
2183,202168.75
2184,127038.09
2185,111842.664
2186,131902.83
2187,155637.69
2188,153501.55
2189,247390.52
2190,85286.4
2191,78219.695
2192,97382.85
2193,104754.52
2194,97473.195
2195,109602.72
2196,117173.59
2197,108769.516
2198,151780.92
2199,170829.64
2200,155591.58
2201,160630.84
2202,214406.61
2203,155953.36
2204,182538.8
2205,112511.74
2206,146790.1
2207,201530.36
2208,256128.48
2209,225376.39
2210,132200.69
2211,126221.64
2212,117980.62
2213,106111.516
2214,122101.06
2215,113769.95
2216,162476.89
2217,88100.46
2218,62305.777
2219,66136.73
2220,60477.99
2221,319236.3
2222,245568.23
2223,282189.6
2224,210088.17
2225,109322.63
2226,177891.28
2227,202032.88
2228,260745.19
2229,235655.06
2230,147581.83
2231,214348.62
2232,179567.03
2233,171631.38
2234,232892.4
2235,223034.45
2236,283349.7
2237,331322.03
2238,206448.72
2239,114488.27
2240,167385.86
2241,157860.56
2242,127940.86
2243,117914.57
2244,107385.05
2245,107146.97
2246,140013.44
2247,125785.69
2248,125982.04
2249,120780.2
2250,128572.64
2251,119454.53
2252,164478.78
2253,158968.78
2254,177580.31
2255,187821.56
2256,186556.05
2257,200515.89
2258,171778.84
2259,178378.7
2260,151705.42
2261,192273.89
2262,202004.58
2263,362527.16
2264,444002.78
2265,198549.3
2266,290185.56
2267,361257.5
2268,435999.34
2269,142183.88
2270,184210.05
2271,220332.97
2272,200771.88
2273,161718.84
2274,181125.7
2275,184012.25
2276,196452.77
2277,182946.39
2278,142639.67
2279,132052.77
2280,124794.38
2281,169205.92
2282,194929.78
2283,109449.69
2284,108179.445
2285,153440.52
2286,124642.01
2287,359078.22
2288,269482.72
2289,420464.6
2290,452419.3
2291,339644.38
2292,442847.06
2293,419976.94
2294,374315.6
2295,433969.53
2296,290525.5
2297,329569.12
2298,299852.88
2299,401499.53
2300,347672.72
2301,282792.38
2302,238875.92
2303,257811.8
2304,251957.39
2305,178939.72
2306,177578.92
2307,190973.19
2308,220151.12
2309,291529.62
2310,221228.28
2311,205004.73
2312,198106.84
2313,178298.66
2314,170918.73
2315,182040.78
2316,178921.03
2317,180632.03
2318,181206.14
2319,180261.08
2320,194623.14
2321,230852.64
2322,180744.19
2323,188723.62
2324,167108.25
2325,213717.9
2326,168958.36
2327,216032.53
2328,227869.1
2329,185184.14
2330,177564.17
2331,384996.47
2332,356767.28
2333,304239.38
2334,263147.97
2335,253463.45
2336,335270.72
2337,208324.48
2338,284392.2
2339,212552.2
2340,387457.06
2341,233787.53
2342,227772.88
2343,219526.53
2344,240428.05
2345,233369.58
2346,226858.62
2347,205330.08
2348,226741.2
2349,174999.58
2350,288622.84
2351,271538.03
2352,254226.72
2353,234385.25
2354,142677.31
2355,152588.45
2356,144550.36
2357,199229.62
2358,204205.75
2359,128416.24
2360,109059.83
2361,145533.84
2362,267845.94
2363,149842.67
2364,155083.62
2365,220176.38
2366,189856.92
2367,221927.31
2368,226732.0
2369,222108.2
2370,172963.64
2371,162901.55
2372,190823.53
2373,284216.06
2374,303072.75
2375,265799.44
2376,298302.44
2377,367073.3
2378,139565.72
2379,193688.02
2380,138765.77
2381,156376.55
2382,202542.77
2383,200565.33
2384,234763.9
2385,163640.16
2386,135086.98
2387,135688.47
2388,97440.03
2389,126519.805
2390,153693.02
2391,150795.62
2392,115650.195
2393,171198.77
2394,153675.33
2395,207955.39
2396,139834.2
2397,215717.69
2398,132043.86
2399,52951.395
2400,56099.98
2401,104973.08
2402,139696.62
2403,133872.12
2404,145789.36
2405,166151.16
2406,141170.19
2407,129201.12
2408,145748.44
2409,128984.48
2410,157937.53
2411,119805.41
2412,158244.33
2413,131295.0
2414,137133.05
2415,134292.2
2416,133635.27
2417,129410.055
2418,126246.56
2419,122102.484
2420,122949.8
2421,151496.31
2422,116596.2
2423,129723.305
2424,153330.25
2425,218022.56
2426,125103.65
2427,145760.52
2428,187994.14
2429,115544.74
2430,132617.6
2431,109906.03
2432,147448.28
2433,156097.45
2434,137952.56
2435,137390.55
2436,111271.1
2437,104507.42
2438,121582.18
2439,113945.68
2440,123160.77
2441,90184.51
2442,100166.66
2443,122177.58
2444,124611.195
2445,71716.5
2446,121033.375
2447,200252.44
2448,131716.11
2449,107845.9
2450,157384.0
2451,107040.695
2452,202209.23
2453,101800.73
2454,121136.57
2455,120009.57
2456,131840.97
2457,127625.32
2458,120930.1
2459,105495.05
2460,134696.45
2461,114765.78
2462,127301.71
2463,127837.78
2464,171554.3
2465,138560.64
2466,112577.53
2467,135318.7
2468,82051.45
2469,79945.99
2470,193874.39
2471,229123.58
2472,170779.94
2473,121707.18
2474,64489.918
2475,189765.4
2476,110822.87
2477,119818.8
2478,145707.86
2479,121520.47
2480,148291.88
2481,130620.51
2482,123846.875
2483,115247.02
2484,123421.96
2485,122253.54
2486,164836.62
2487,197497.27
2488,156654.89
2489,152995.14
2490,161777.12
2491,92471.87
2492,181445.39
2493,154444.73
2494,163674.45
2495,91608.91
2496,247900.66
2497,149198.55
2498,105690.586
2499,102568.945
2500,126122.555
2501,133981.12
2502,150889.16
2503,87564.89
2504,177718.17
2505,229554.05
2506,245968.95
2507,319782.78
2508,251881.25
2509,212074.19
2510,228294.58
2511,181766.73
2512,198131.47
2513,214245.98
2514,326955.28
2515,161372.89
2516,162724.05
2517,138151.33
2518,154710.88
2519,238478.47
2520,211522.73
2521,189943.4
2522,226010.6
2523,125810.75
2524,136080.16
2525,137265.97
2526,140076.11
2527,122782.79
2528,127084.59
2529,138180.33
2530,124337.87
2531,239728.8
2532,235292.03
2533,192503.03
2534,227308.06
2535,329155.12
2536,241338.2
2537,226144.36
2538,184407.19
2539,183659.88
2540,178822.17
2541,179855.16
2542,160255.92
2543,126210.44
2544,122600.984
2545,133193.17
2546,126945.945
2547,143806.36
2548,147645.22
2549,147665.75
2550,304940.06
2551,141075.92
2552,124869.086
2553,80461.164
2554,99139.71
2555,131876.8
2556,103310.31
2557,103541.57
2558,172863.28
2559,136961.94
2560,149265.67
2561,163591.27
2562,132397.0
2563,159362.78
2564,192815.61
2565,145071.9
2566,176871.2
2567,132080.69
2568,194627.02
2569,200709.94
2570,129203.625
2571,193818.61
2572,159963.03
2573,197563.86
2574,232926.34
2575,145915.14
2576,120292.97
2577,172842.31
2578,73718.85
2579,58324.715
2580,96887.64
2581,115139.81
2582,101871.35
2583,293278.38
2584,166683.33
2585,172688.88
2586,200581.08
2587,191459.45
2588,149774.23
2589,140780.17
2590,218338.31
2591,203195.77
2592,205832.11
2593,240810.3
2594,175198.16
2595,200543.1
2596,317797.03
2597,186323.55
2598,268062.4
2599,306261.6
2600,138006.39
2601,149018.86
2602,79085.016
2603,101702.73
2604,88337.09
2605,75386.73
2606,142442.53
2607,185200.23
2608,198379.61
2609,168365.33
2610,113082.33
2611,131657.97
2612,149052.2
2613,133735.62
2614,126083.57
2615,154605.34
2616,135217.27
2617,166768.25
2618,177520.33
2619,150117.48
2620,187205.73
2621,183559.45
2622,184453.61
2623,237548.47
2624,294497.5
2625,304557.9
2626,174782.78
2627,165613.58
2628,438881.53
2629,534311.5
2630,407880.9
2631,491075.25
2632,401898.38
2633,315892.22
2634,387550.7
2635,152978.97
2636,181486.67
2637,192580.64
2638,255483.84
2639,196342.58
2640,152583.92
2641,106975.9
2642,201339.62
2643,105291.04
2644,115325.87
2645,109151.41
2646,95942.17
2647,105485.336
2648,140081.16
2649,143844.34
2650,143227.92
2651,147662.98
2652,432577.4
2653,254721.44
2654,236785.9
2655,324027.8
2656,296259.62
2657,368799.0
2658,265778.97
2659,327853.38
2660,349129.8
2661,306811.44
2662,278913.62
2663,270202.1
2664,275654.03
2665,308413.7
2666,285525.3
2667,173166.55
2668,180525.77
2669,178100.75
2670,287056.34
2671,181377.25
2672,193869.08
2673,214853.73
2674,212256.86
2675,168576.39
2676,186663.66
2677,194652.73
2678,273466.22
2679,270411.2
2680,273940.94
2681,389393.8
2682,310456.9
2683,508609.6
2684,308275.94
2685,320219.72
2686,230517.42
2687,339303.75
2688,224330.62
2689,210859.88
2690,470379.2
2691,192977.31
2692,136551.03
2693,197911.16
2694,145432.2
2695,189389.89
2696,186812.72
2697,189689.75
2698,197051.31
2699,169705.4
2700,162587.03
2701,136202.03
2702,119241.336
2703,126929.24
2704,141035.06
2705,120712.04
2706,115345.336
2707,127073.26
2708,144846.38
2709,113454.016
2710,125054.94
2711,322370.72
2712,358639.12
2713,160199.48
2714,148454.39
2715,166131.27
2716,148756.72
2717,188981.22
2718,236230.89
2719,151975.64
2720,179903.14
2721,139740.23
2722,168900.89
2723,142156.84
2724,130339.93
2725,140473.53
2726,149767.1
2727,188653.22
2728,159018.73
2729,142880.45
2730,142652.97
2731,127631.23
2732,129035.65
2733,159500.97
2734,138072.69
2735,132911.31
2736,135118.88
2737,121438.57
2738,132964.52
2739,160377.61
2740,141812.84
2741,148163.9
2742,153002.05
2743,146209.7
2744,156561.97
2745,140030.9
2746,143888.23
2747,160261.55
2748,133741.61
2749,125301.23
2750,137217.84
2751,132917.36
2752,201687.64
2753,163527.67
2754,212993.95
2755,133344.31
2756,96272.5
2757,68566.42
2758,89380.67
2759,167771.12
2760,145264.72
2761,137505.39
2762,142194.6
2763,182980.6
2764,168359.92
2765,249391.12
2766,135732.42
2767,88943.625
2768,129296.64
2769,145247.25
2770,142707.97
2771,112173.15
2772,109639.37
2773,145845.42
2774,138631.06
2775,112528.95
2776,137248.67
2777,141337.48
2778,119802.81
2779,125002.72
2780,89320.44
2781,92770.85
2782,90187.07
2783,100617.914
2784,127900.96
2785,135282.47
2786,74540.65
2787,127630.586
2788,67952.83
2789,187729.03
2790,90839.23
2791,115989.98
2792,41720.92
2793,161013.77
2794,110857.914
2795,119107.54
2796,111632.18
2797,188302.94
2798,102993.85
2799,116792.82
2800,71985.14
2801,108700.68
2802,137014.08
2803,191307.8
2804,146549.66
2805,102651.48
2806,79095.34
2807,160595.86
2808,150300.22
2809,137419.31
2810,135778.17
2811,159764.45
2812,156908.75
2813,172730.98
2814,180276.86
2815,92790.9
2816,220518.86
2817,159829.25
2818,129096.96
2819,170583.56
2820,143760.44
2821,93592.01
2822,179958.14
2823,271897.22
2824,175316.69
2825,154758.3
2826,130615.016
2827,132911.42
2828,212669.52
2829,191336.11
2830,222186.08
2831,183743.42
2832,256207.52
2833,275633.97
2834,207900.58
2835,207265.62
2836,195430.75
2837,150277.0
2838,150716.11
2839,181905.06
2840,196879.94
2841,206229.88
2842,216463.66
2843,141757.27
2844,154531.67
2845,123182.99
2846,210799.75
2847,203721.53
2848,209777.03
2849,212309.38
2850,299072.8
2851,231583.89
2852,234402.33
2853,242970.19
2854,137409.94
2855,211444.02
2856,206785.3
2857,187996.52
2858,211014.1
2859,107624.48
2860,134649.75
2861,140063.08
2862,191433.36
2863,132729.78
2864,267893.78
2865,140722.6
2866,136192.62
2867,100097.64
2868,97182.26
2869,112400.35
2870,135046.23
2871,85566.04
2872,50725.5
2873,93201.484
2874,137138.53
2875,105511.91
2876,149621.72
2877,137076.17
2878,172694.4
2879,120609.45
2880,92682.086
2881,145378.03
2882,180713.11
2883,196484.42
2884,195656.66
2885,179561.1
2886,222711.34
2887,97322.96
2888,136930.23
2889,48361.66
2890,83829.9
2891,146487.28
2892,36739.35
2893,74212.164
2894,47931.812
2895,319891.22
2896,279871.1
2897,181701.47
2898,154649.66
2899,218273.27
2900,154331.95
2901,191195.19
2902,184930.36
2903,350750.9
2904,334227.5
2905,99815.72
2906,202136.33
2907,103915.35
2908,132791.95
2909,152315.83
2910,77635.84
2911,78174.27
2912,133114.48
2913,77807.69
2914,74626.016
2915,83443.36
2916,74155.01
2917,151976.06
2918,119946.47
2919,221540.81
